conjecture_id,arxiv_id,title,abs_url,pdf_url,source_url,source_file,start_line,end_line,body_tex,plain_text,label,confidence,interestingness_score,interestingness_confidence,interestingness_rationale,viability_score,viability_confidence,viability_rationale,assessment_version,rationale,evidence_snippet,labeled_at
190,2602.20390v1,The largest 5th pivot may be the root of a 61st degree polynomial,http://arxiv.org/abs/2602.20390v1,https://arxiv.org/pdf/2602.20390v1,https://arxiv.org/e-print/2602.20390v1,main.tex,655,658,"\label{g5conjecture}
    The largest possible growth factor for a $5\times 5$ real matrix under complete pivoting is exactly the lower bound proven in this paper, i.e., the  unique real root $g$ in the interval $[4,5]$ of the $61^{st}$ degree polynomial $P_5(g)$ in Equation (\ref{eq:61}).","The largest possible growth factor for a $5 x 5$ real matrix under complete pivoting is exactly the lower bound proven in this paper, i.e., the unique real root $g$ in the interval $[4,5]$ of the $61^ st $ degree polynomial $P_5(g)$ in Equation ().",real_open_conjecture,0.95,0.42,0.8,"A finite, small-n optimization: an exact conjectured maximum for 5×5 complete-pivoting growth factor, algebraically characterized and numerically supported—interesting historically but narrow in scope.",0.75,0.6,"Finite-dimensional, explicit candidate with strong numerical, symbolic, and improved upper-bound evidence; remaining task is a (likely doable) exhaustive algebraic/interval verification to rule out alternatives.",gpt5mini-v5-open-exact-v1,Authors present an exact algebraic candidate (root of a degree-61 polynomial) and state it as a conjecture that this lower bound is the global maximum; they do not prove it is the absolute maximum over all combinatorial cases.,"Conjecture: The largest possible growth factor for a 5×5 real matrix under complete pivoting is exactly the unique real root g in [4,5] of the 61st degree polynomial P_5(g). (Authors 'pose the conjecture'.)",2026-03-06T03:58:59Z
194,2602.20290v1,A note on the affine plank conjecture,http://arxiv.org/abs/2602.20290v1,https://arxiv.org/pdf/2602.20290v1,https://arxiv.org/e-print/2602.20290v1,main.tex,111,118,"\label{conj}
		If the planks $P_1,\dots,P_m \subset \R^d$ cover a convex body $K\subset\mathbb{R}^d$ then
		\[
		\sum_{i=1}^m \rw_K(P_i)
		 \ge 1.
		\]","If the planks $P_1,,P_m subset ^d$ cover a convex body $K subset R^d$ then \[ _ i=1 ^m _K(P_i) >= 1. \]",real_open_conjecture,0.95,0.8,0.9,"Bang's affine plank conjecture is a long‑standing, foundational problem in convex geometry; resolving it would close a 70+ year open question with broad implications for covering and width inequalities.",0.05,0.75,Bang's affine plank conjecture is a classic decades-old open problem; recent incremental bounds exist but no clear route to full resolution within five years.,gpt5mini-v5-open-exact-v1,"This is Bang's affine plank conjecture, a classical open problem; the paper explicitly states ""This conjecture remains open."" and gives improved lower bounds but not a proof.","Lines 111–118 and 120: Conjecture statement for affine plank; ""This conjecture remains open. In fact, it is open even in the plane.""",2026-03-06T04:00:46Z
205,2602.19835v1,Monodromy rank and the semisimple Mumford-Tate conjecture for hyper-Kähler varieties,http://arxiv.org/abs/2602.19835v1,https://arxiv.org/pdf/2602.19835v1,https://arxiv.org/e-print/2602.19835v1,MTHK.tex,456,458,"\label{conj:maximality of Galois action}
	For a $\QQ$-compatible system $\{\rho_{\ell} \colon G_K \to \GL(\rH_{\et}(X_{\overline{K}},\QQ_{\ell}))\}$ of Galois representations arising from a smooth projective variety $X$ over a finitely generated field $K$, the $\ell$-adic Lie group $\Gamma_{\ell}^{\simplyconnected}$ is a maximal compact subgroup of $\bG_{\ell}^{\simplyconnected}(\QQ_{\ell})$ for all sufficiently large primes $\ell$. Moreover, $\Gamma_{\ell}^{\simplyconnected}$ is \emph{hyperspecial}; that is, there exists a smooth affine group scheme $\mathscr{G}_{\ell}^{\simplyconnected}$ over $\ZZ_{\ell}$ such that $\mathscr{G}_{\ell}^{\simplyconnected}(\ZZ_{\ell}) = \Gamma_{\ell}^{\simplyconnected}$.","For a $$-compatible system $ _ ell G_K to (_ (X_ K ,_ ell )) $ of Galois representations arising from a smooth projective variety $X$ over a finitely generated field $K$, the $ ell $-adic Lie group $_ ell ^ $ is a maximal compact subgroup of $_ ell ^ (_ ell )$ for all sufficiently large primes $ ell $. Moreover, $_ ell ^ $ is hyperspecial; that is, there exists a smooth affine group scheme $G_ ell ^ $ over $_ ell $ such that $G_ ell ^ (_ ell ) = _ ell ^ $.",real_open_conjecture,0.95,0.8,0.78,"Asserts hyperspecial maximal compactness of ℓ-adic Galois images for compatible systems from varieties—central to the arithmetic of motives and with strong consequences for Mumford–Tate, Tate, and automorphy questions.",0.05,0.6,"A broad Serre/Larsen-style maximality conjecture; paper proves substantial hyper-Kähler cases but the general statement for arbitrary smooth projective varieties is a deep, long-standing problem—unlikely to be settled in 5 years.",gpt5mini-v5-open-exact-v1,The paper states the general maximality/hyperspecial conjecture for arbitrary smooth projective varieties but only proves it for hyper-Kähler varieties with b2>=4 (special case). The full general statement remains unresolved.,"Conjecture stated (lines 456–458). Paper proves it for hyper-Kähler varieties with b2>=4 (MainThm lines 462–464), i.e. a special-case verification only.",2026-03-06T04:06:21Z
207,2602.19771v1,Stacky Batyrev-Manin conjecture and modular curves,http://arxiv.org/abs/2602.19771v1,https://arxiv.org/pdf/2602.19771v1,https://arxiv.org/e-print/2602.19771v1,Modular_curves_and_stacky_Manin.tex,204,207,"{dardayasudabm}}]\label{mainconjecture}
Assume that $\XX\langle F\rangle$ is Zariski-dense in $\XX$.  Let $(L,x)\in\Eff_{\orb}(\XX)$ and let $H:\XX\langle F\rangle\to\RR_{>0}$ be the corresponding height. There exists a thin set $T\subset \XX\langle F\rangle $ and $C>0$ such that 
$$\#\{\XX\langle F\rangle -T|\hspace{0,1cm}H(x)\leq B\}\sim_{B\to\infty}C B^{a(L,x)}\log(B)^{b(L,x)-1}.$$","dardayasudabm ] Assume that $ F$ is Zariski-dense in $$. Let $(L,x) in _ ()$ and let $H: F to _ >0 $ be the corresponding height. There exists a thin set $T subset F $ and $C>0$ such that $$\# F -T|0,1cmH(x) <= B _ B to C B^ a(L,x) (B)^ b(L,x)-1 .$$",real_open_conjecture,0.95,0.76,0.72,A stacky generalization of the Batyrev–Manin counting conjecture predicting precise asymptotics for rational points on stacks; a significant bridge in Diophantine geometry with broad structural impact.,0.15,0.5,"The stacky Batyrev--Manin conjecture is a broad analogue of a deep counting conjecture; authors resolve many modular-curve cases, but the full, general conjecture remains ambitious and unlikely to be fully solved soon.",gpt5mini-v5-open-exact-v1,"This is the general stacky Batyrev–Manin conjecture (Conj. 9.6). The paper proves the conjecture for specific modular stacks X_0(N) over Q, not the full general conjecture.","General conjecture stated (lines 204–207). Theorem proves it for selected modular stacks X_0(N) over Q (lines 212–223), i.e. particular cases only.",2026-03-06T04:06:21Z
208,2602.19669v1,A Note on Grünbaum's Conjecture about Longest Cycles and Paths,http://arxiv.org/abs/2602.19669v1,https://arxiv.org/pdf/2602.19669v1,https://arxiv.org/e-print/2602.19669v1,M-O-Z.tex,141,143,"{\rm (Gr\""{u}nbaum, 1974)}\label{conj1}
		For any integer $k\geq 2$, $\Gamma(k,k)$ is empty.","(Gr\"" u nbaum, 1974) For any integer $k >= 2$, $(k,k)$ is empty.",real_open_conjecture,0.95,0.66,0.7,"Grünbaum's long-standing conjecture on nonexistence of Γ(k,k) for k≥2 is a deep structural claim in Hamiltonicity and longest-cycle theory, with enduring open status and meaningful subfield consequences.",0.05,0.6,"Grünbaum's conjecture is a decades-old combinatorial problem; this paper gives useful bounds and evidence, but the general conjecture remains hard with no apparent imminent complete resolution.",gpt5mini-v5-open-exact-v1,"Grünbaum's conjecture (Γ(k,k) empty for k≥2) is posed and noted as long-open. The paper obtains partial bounds and emptiness in restricted ranges but does not resolve the full conjecture.","Conjecture stated as open (lines 141–144). Paper proves emptiness for n<k^2+2k+3 and related bounds (lines 160–163), not the general claim.",2026-03-06T04:06:21Z
222,2602.19293v1,Discrete homotopy hypothesis for n-types,http://arxiv.org/abs/2602.19293v1,https://arxiv.org/pdf/2602.19293v1,https://arxiv.org/e-print/2602.19293v1,MAIN-graphs-finite-homology.tex,1412,1414,"\label{conj:nerve}
    The nerve functor $\gnerve[\infty] \from \Graph \to \cSet$ is a weak equivalence of fibration categories.",The nerve functor $ to $ is a weak equivalence of fibration categories.,real_open_conjecture,0.95,0.78,0.75,Asserts an ∞-categorical equivalence between graph-based discrete homotopy and classical spaces; a central structural bridge whose resolution would yield broad discrete analogues of major topological theorems.,0.2,0.35,"Paper gives concrete partial progress, but proving an equivalence of fibration categories (full discrete homotopy hypothesis) is a deep categorical/homotopical task with remaining conceptual obstacles.",gpt5mini-v5-open-exact-v1,"The paper states the Discrete Homotopy Hypothesis as a fundamental open problem and does not prove it, only making progress towards it.",Lines 1412-1414: 'The nerve functor gnerve[∞]: Graph → cSet is a weak equivalence of fibration categories.' Line 1421: 'This paper represents a step towards proving this conjecture.',2026-03-06T04:14:02Z
237,2602.18687v1,Existence of Riemannian invariants for integrable systems of hydrodynamic type,http://arxiv.org/abs/2602.18687v1,https://arxiv.org/pdf/2602.18687v1,https://arxiv.org/e-print/2602.18687v1,riemann_invariants.tex,224,226,"Let $K_1, \dots, K_n$ be $n$-dimensional mutual symmetries that are linearly independent at every point.  Assume that there exists a linear combination $\sum c_iK_i$ which is $\mathrm{gl}$-regular. Then the Haantjes torsion of all $K_i$ vanishes.","Let $K_1, , K_n$ be $n$-dimensional mutual symmetries that are linearly independent at every point. Assume that there exists a linear combination $ c_iK_i$ which is $gl$-regular. Then the Haantjes torsion of all $K_i$ vanishes.",real_open_conjecture,0.95,0.72,0.72,"A structural conjecture: vanishing Haantjes torsion under a gl-regular linear combination would yield broad diagonalizability/coordinate results for integrable hydrodynamic systems, supported by symbolic checks in low dimensions.",0.65,0.45,Algebraic statement verified by computer for many dimensions and special Jordan cases; an overarching algebraic proof seems reachable within a few years.,gpt5mini-v5-open-exact-v1,The authors verified the statement by computer for dimensions 3..10 and propose the general statement as a conjecture; no general proof is given in the paper.,This suggests the following natural conjecture: ... Then the Haantjes torsion of all K_i vanishes. (Verified by computer in dimensions n=3..10.),2026-03-06T04:17:04Z
251,2602.17859v1,A discrete view of Gromov's filling area conjecture,http://arxiv.org/abs/2602.17859v1,https://arxiv.org/pdf/2602.17859v1,https://arxiv.org/e-print/2602.17859v1,main.tex,95,97,"\label[conj]{gromovConjecture}
    If $M$ is a compact, orientable Riemannian surface which isometrically fills the Riemannian circle of length $2\pi$, then the surface area of $M$ is at least $2\pi$.","If $M$ is a compact, orientable Riemannian surface which isometrically fills the Riemannian circle of length $2$, then the surface area of $M$ is at least $2$.",real_open_conjecture,0.95,0.9,0.9,"Gromov's filling area conjecture is a long-standing, influential problem in global Riemannian geometry; a resolution would be a major result with broad geometric implications.",0.02,0.7,"Decades-old, high-profile geometric conjecture with only partial case resolutions; unlikely to be fully settled within five years absent a major breakthrough.",gpt5mini-v5-open-exact-v1,Gromov's filling area conjecture is classical and the paper explicitly states the full conjecture remains unresolved; the authors obtain a new lower bound but do not prove the conjecture.,Paper states 'the full conjecture remains unresolved' (lines 77–79) and records Gromov's conjecture: area at least 2π for isometric fillings of circle (lines 95–97).,2026-03-06T04:21:56Z
289,2602.16556v2,A New Lower Bound for the Diagonal Poset Ramsey Numbers,http://arxiv.org/abs/2602.16556v2,https://arxiv.org/pdf/2602.16556v2,https://arxiv.org/e-print/2602.16556v2,main.tex,505,507,"\label{conj:3-e}
Let $\epsilon>0$. Then there exists $L$ and a constant $a$ such that the above type of colouring ($2L$ pairs of layers modified by 2 families of pivots) gives $$R(Q_n,Q_n)\geq(3-\epsilon)n+a.$$","Let $>0$. Then there exists $L$ and a constant $a$ such that the above type of colouring ($2L$ pairs of layers modified by 2 families of pivots) gives $$R(Q_n,Q_n) >= (3-)n+a.$$",real_open_conjecture,0.95,0.75,0.5,Improving diagonal Ramsey lower bounds toward (3-ε)n would be a substantial advance in poset Ramsey theory with significant structural implications; conjecture is plausible but currently speculative within their technique.,0.2,0.45,Diagonal poset Ramsey improvements are hard; current work reaches 2.7n but pushing to (3-ε)n hinges on delicate probability/limit issues and appears challenging within five years.,gpt5mini-v5-open-exact-v1,The authors state this as a conjecture about improving diagonal Ramsey lower bounds and do not prove it; they discuss numerical evidence and limitations instead.,"Lines 505-507: '\begin{conjecture}\label{conj:3-e} Let \epsilon>0. Then there exists L and a constant a such that ... this type of colouring ... gives $$R(Q_n,Q_n)\ge(3-\epsilon)n+a.$$ \end{conjecture}'",2026-03-06T04:35:47Z
298,2602.16433v1,"Hensel minimality, $p$-adic exponentiation and Tate uniformization",http://arxiv.org/abs/2602.16433v1,https://arxiv.org/pdf/2602.16433v1,https://arxiv.org/e-print/2602.16433v1,main.tex,1400,1405,"\label{conj:zpunlikely}
    For every positive integer $n$ and any algebraic variety $V\subseteq E_q^{n}$, the set
\[\bigcup_{S\in\mathscr{S}^{\mathrm{def}(V)-1}}V\cap S\]
is not Zariski dense in $V$.","For every positive integer $n$ and any algebraic variety $V subseteq E_q^ n $, the set \[_ S in S^ def(V)-1 V cap S\] is not Zariski dense in $V$.",real_open_conjecture,0.95,0.86,0.8,"This is the Zilber–Pink unlikely intersections conjecture for powers of an elliptic curve: a central, deep problem in arithmetic geometry with wide structural and Diophantine consequences across unlikely intersection theory.",0.03,0.6,"This is the Zilber–Pink unlikely-intersection statement; only weak forms are proved here. Classic, widely open problem with no clear imminent route to full resolution.",gpt5mini-v5-open-exact-v1,This is the Zilber–Pink unlikely-intersections statement; the paper explicitly says Conjecture \ref{conj:zpunlikely} remains open and treats it as a major open problem.,"Lines 1400–1404 state the Zilber–Pink conjecture; line 1419: ""Although Conjecture \ref{conj:zpunlikely} remains open, an important result towards it is...""",2026-03-06T04:39:41Z
299,2602.16433v1,"Hensel minimality, $p$-adic exponentiation and Tate uniformization",http://arxiv.org/abs/2602.16433v1,https://arxiv.org/pdf/2602.16433v1,https://arxiv.org/e-print/2602.16433v1,main.tex,1413,1415,"For every positive integer $n$, every subvariety $V\subset E_q^n$ contains only finitely many maximal (with respect to inclusion) atypical components.","For every positive integer $n$, every subvariety $V subset E_q^n$ contains only finitely many maximal (with respect to inclusion) atypical components.",real_open_conjecture,0.95,0.86,0.8,"Equivalent atypical-components formulation of Zilber–Pink for powers of an elliptic curve; a core, far-reaching conjecture in unlikely intersections with major structural impact if resolved.",0.03,0.6,"The atypical-component formulation of Zilber–Pink for powers of elliptic curves is a major open problem; only partial/weak results are cited, so near-term full resolution is unlikely.",gpt5mini-v5-open-exact-v1,"This is the Zilber–Pink atypical-components formulation, equivalent to the unlikely version; the paper presents it as an open conjecture (not proved here).","Lines 1413–1415: ""For every positive integer n, every subvariety V⊂E_q^n contains only finitely many maximal ... atypical components."" Paper treats it as open.",2026-03-06T04:39:41Z
306,2602.16333v1,Long cycles in vertex transitive digraphs,http://arxiv.org/abs/2602.16333v1,https://arxiv.org/pdf/2602.16333v1,https://arxiv.org/e-print/2602.16333v1,main.tex,429,431,"There exists an $\eps >0$ and infinitely many values of $n$ for which there exists a connected vertex transitive digraph of order $n$, whose perimeter gap is at least $\eps n$.","There exists an $ >0$ and infinitely many values of $n$ for which there exists a connected vertex transitive digraph of order $n$, whose perimeter gap is at least $ n$.",real_open_conjecture,0.95,0.72,0.7,A linear perimeter gap would greatly improve the paper's logarithmic bound and resolve a strong variant of Alspach's question; significant for vertex-transitive digraph theory and tied to the unresolved undirected case.,0.08,0.6,Authors state the undirected case is still open and their current bound is only logarithmic; the linear (eps n) gap appears significantly stronger and far out of reach presently.,gpt5mini-v5-open-exact-v1,The statement is posed explicitly as a conjecture in the paper's concluding remarks and is not proved or resolved within the manuscript.,"Section Concluding remarks (lines 429–431): ""\begin{conj} There exists an \eps >0 and infinitely many values of n for which there exists a connected vertex transitive digraph... perimeter gap is at least \eps n. \end{conj}""",2026-03-06T04:42:47Z
307,2602.16333v1,Long cycles in vertex transitive digraphs,http://arxiv.org/abs/2602.16333v1,https://arxiv.org/pdf/2602.16333v1,https://arxiv.org/e-print/2602.16333v1,main.tex,437,439,Let $c(n)$ denote the minimum circumference of a connected vertex transitive graph on $n$ vertices. Let $d(n)$ denote the minimum circumference of a connected vertex transitive digraph on $n$ vertices. Then $d(n)= \Theta(c(n))$.,Let $c(n)$ denote the minimum circumference of a connected vertex transitive graph on $n$ vertices. Let $d(n)$ denote the minimum circumference of a connected vertex transitive digraph on $n$ vertices. Then $d(n)= (c(n))$.,real_open_conjecture,0.95,0.62,0.65,"Showing d(n)=Θ(c(n)) would unify directed and undirected asymptotics for circumferences, a meaningful structural bridge within the vertex-transitive cycle problem but primarily impactful within this subfield.",0.15,0.5,"Equating directed and undirected asymptotics reduces to closing gaps in the undirected case; progress depends on matching difficult known bounds, so moderate-low near-term solvability.",gpt5mini-v5-open-exact-v1,The paper states this d(n)=Θ(c(n)) relationship as a conjecture in the concluding remarks and does not prove it; it's presented as an open question.,"Section Concluding remarks (lines 437–439): ""\begin{conj} Let c(n)... Let d(n)... Then d(n)= \Theta(c(n)). \end{conj}""",2026-03-06T04:42:47Z
308,2602.16329v1,Hypercontractivity for a family of quantum Ornstein-Uhlenbeck semigroups,http://arxiv.org/abs/2602.16329v1,https://arxiv.org/pdf/2602.16329v1,https://arxiv.org/e-print/2602.16329v1,document.tex,1438,1444,"For $2\leq p<\8$, the optimal time $t'_p$ satisfies
		\[
		\wt{c}_2(\beta) (p - 1)^2 \leq e^{2\tau t'_p} \leq \wt{C}_2(\beta) (p - 1)^2,
		\]
		where $\wt{c}_2(\beta)$ and $\wt{C}_2(\beta)$ are positive constants depending only on $\beta$.","For $2 <= p<\8$, the optimal time $t'_p$ satisfies \[ c_2() (p - 1)^2 <= e^ 2 t'_p <= C_2() (p - 1)^2, \] where $c_2()$ and $C_2()$ are positive constants depending only on $$.",real_open_conjecture,0.95,0.52,0.6,Predicts sharp (p-1)^2 scaling for optimal hypercontractivity time of a quantum Ornstein–Uhlenbeck family; important for quantum functional inequalities but focused on a specific semigroup family.,0.35,0.45,Authors obtain partial/related bounds and conjecture a (p-1)^2 scaling; active analytic techniques in quantum hypercontractivity make technical progress plausible though nontrivial.,gpt5mini-v5-open-exact-v1,Authors end the paper by explicitly stating this scaling of the optimal time as a conjecture; no proof or resolution appears in the manuscript.,"Section 'Estimate of Optimal time t_p' (lines 1437–1444): ""We end this paper with the following conjecture. For 2\le p<\infty, the optimal time t'_p satisfies \wt{c}_2(\beta)(p-1)^2 \le e^{2\tau t'_p} \le \wt{C}_2(\beta)(p-1)^2.""",2026-03-06T04:42:47Z
309,2602.16300v1,Randomized Zero Forcing,http://arxiv.org/abs/2602.16300v1,https://arxiv.org/pdf/2602.16300v1,https://arxiv.org/e-print/2602.16300v1,rzf.tex,1255,1258,"Given a bidirectional complete bipartite graph $K_{a,b}$ with all edges of equal weight where $a > b$, let $A$ denote the partite set with $a$ vertices, and $B$ denote the partite set with $b$ vertices. Given vertices $u \in A$ and $v \in B$,
$$\eptrzf{(K_{a,b}, \{v\})} < \eptrzf{(K_{a,b}, \{u\})}$$","Given a bidirectional complete bipartite graph $K_ a,b $ with all edges of equal weight where $a > b$, let $A$ denote the partite set with $a$ vertices, and $B$ denote the partite set with $b$ vertices. Given vertices $u in A$ and $v in B$, $$ (K_ a,b , v ) < (K_ a,b , u ) $$",real_open_conjecture,0.95,0.3,0.8,"A narrow, empirically supported monotonicity statement about expected propagation on complete bipartite graphs; a local structural conjecture with limited broader consequences.",0.65,0.6,Concrete finite family with strong numerical evidence and accessible probabilistic structure; likely resolvable via elementary/monotonicity arguments within a few years.,gpt5mini-v5-open-exact-v1,"The inequality for expected propagation times on K_{a,b} is presented as a conjecture in the paper; numerical data are given but no proof is provided.","Section 'Other families' (lines 1255–1258): ""\begin{conjecture} Given a bidirectional complete bipartite graph K_{a,b}... with a>b... EPT(K_{a,b},\{v\}) < EPT(K_{a,b},\{u\}) \end{conjecture}""",2026-03-06T04:42:47Z
339,2602.15175v1,Powers of binary forms and derived Hermite reciprocity,http://arxiv.org/abs/2602.15175v1,https://arxiv.org/pdf/2602.15175v1,https://arxiv.org/e-print/2602.15175v1,main.tex,308,314,"\label{conj:reg-pow-conj}
For $1 \le j\le b$, we have
\begin{equation*}
\op{reg}(I_{a,b}^j) = \left\lfloor \frac{b+j+1}{2}\right\rfloor a-\left\lfloor \frac{b-j+1}{2}\right\rfloor,
\end{equation*}
and the minimal generators of $I_{a,b}^j$ form a Gr\""obner basis.","For $1 <= j <= b$, we have equation* reg(I_ a,b ^j) = b+j+1 2 a- b-j+1 2 , equation* and the minimal generators of $I_ a,b ^j$ form a Gr\""obner basis.",real_open_conjecture,0.95,0.55,0.6,"Gives an explicit Castelnuovo–Mumford regularity formula and Gröbner-basis statement for powers of a plethysm-generated ideal; valuable for resolutions and Rees algebra, but fairly specialized to commutative algebra/representation plethysm.",0.65,0.6,"Authors proved j=1, j=b-1, and j=b cases and develop strong representation-theoretic tools; remaining cases look technical and localized, making a full resolution plausibly achievable within five years.",gpt5mini-v5-open-exact-v1,"The paper states this as a conjecture and only proves special cases (j=1, j=b, j=b-1); the full formula and Gröbner basis claim remain unresolved here.","Conjecture (lines 308–314) states reg(I_{a,b}^j)=... and generators form a Gröbner basis. Lines 316–316 note proofs only for j=1, j=b, and j=b-1.",2026-03-06T04:53:44Z
341,2602.14998v1,Random geometric graphs with smooth kernels: sharp detection threshold and a spectral conjecture,http://arxiv.org/abs/2602.14998v1,https://arxiv.org/pdf/2602.14998v1,https://arxiv.org/e-print/2602.14998v1,smooth_RGG.tex,1174,1181,"\label{conj:trace}
The sharp threshold for distinguishing RGG from \ER
                                            
is given by 
                                 
$n^3 \tr^2(\kappa^3) \gg 1$ (detectable)
and $n^3 \tr^2(\kappa^3) \ll 1$ (undetectable).",The sharp threshold for distinguishing RGG from is given by $n^3 ^2(^3) 1$ (detectable) and $n^3 ^2(^3) 1$ (undetectable).,real_open_conjecture,0.95,0.78,0.7,"Proposes a unifying spectral criterion n^3 tr^2(κ^3) for sharp detection in geometric random graphs, bridging spectral operator theory and hypothesis testing with substantial cross-disciplinary impact if true.",0.3,0.5,"Conjecture is broad spectral universality for detection thresholds; current paper gives strong evidence but full universality likely demands new techniques, so near-term resolution is uncertain.",gpt5mini-v5-open-exact-v1,"The authors present this spectral threshold as a conjecture, provide supporting evidence, but do not prove the universal sharp threshold claim here.",Conjecture (1174–1181): 'n^3 tr^2(κ^3)≫1 (detectable) and n^3 tr^2(κ^3)≪1 (undetectable).' Presented as a conjecture with supporting evidence.,2026-03-06T04:53:44Z
371,2602.13798v1,Fully Leafed Induced Subtrees in Penrose P2 Tilings,http://arxiv.org/abs/2602.13798v1,https://arxiv.org/pdf/2602.13798v1,https://arxiv.org/e-print/2602.13798v1,Main.tex,1407,1409,"\label{conj_g}
 The sea grafting (g) of Figure \ref{fig:greffages marins} can be extended into a bi-infinite fully leafed caterpillar.",The sea grafting (g) of Figure can be extended into a bi-infinite fully leafed caterpillar.,real_open_conjecture,0.95,0.32,0.65,A narrow existence claim about a specific bi-infinite fully leafed caterpillar in Penrose P2 tilings; useful for classifying such objects but largely technical and confined to this tiling subfield.,0.65,0.6,"Concrete, finite combinatorial construction; authors already built analogous bi-infinite caterpillars and propose a plausible reflection-based method. Likely resolvable with further constructive work in the near term.",gpt5mini-v5-open-exact-v1,The authors explicitly state belief the sea grafting (g) can be extended but give no proof; they pose it as an open conjecture to be resolved later.,“We think that this sea grafting can be extended... We also believe... proving this requires a non-trivial construction.” (lines 1405–1411),2026-03-06T05:04:37Z
373,2602.13737v1,Cycle tilings and $H$-factors in directed graphs,http://arxiv.org/abs/2602.13737v1,https://arxiv.org/pdf/2602.13737v1,https://arxiv.org/e-print/2602.13737v1,main.tex,1579,1584,"\label{conj1}
    Given any $\eta>0$, there exists $n_0=n_0(\eta)\in \mathbb N$ such that the following holds for all $n \geq n_0$ divisible by $4$.
If $G$ is an $n$-vertex digraph with 
$$\delta^0(G)\geq (1/2+\eta)n,$$
then $G$ contains a $C_4$-factor.","Given any $>0$, there exists $n_0=n_0() in N$ such that the following holds for all $n >= n_0$ divisible by $4$. If $G$ is an $n$-vertex digraph with $$^0(G) >= (1/2+)n,$$ then $G$ contains a $C_4$-factor.",real_open_conjecture,0.95,0.75,0.85,Asymptotically sharp semidegree condition for C4-factors is a central extremal digraph problem; resolving it would advance even-cycle tiling theory and digraph factor results.,0.35,0.5,"A nontrivial extremal digraph problem: asymptotic and absorption approaches reduce it, but even-cycle exact thresholds remain challenging; possible progress but resolution within five years is uncertain.",gpt5mini-v5-open-exact-v1,The authors list this C4-factor minimum semi-degree statement explicitly in their 'Open problems' section as a conjecture and do not prove it in the paper.,"“
Given any η>0, there exists n0... If G is an n-vertex digraph with δ^0(G) ≥ (1/2+η)n, then G contains a C4-factor.” (lines 1579–1584)",2026-03-06T05:04:37Z
385,2602.13037v1,"Between proper and square coloring of planar graphs, hardness and extremal graphs",http://arxiv.org/abs/2602.13037v1,https://arxiv.org/pdf/2602.13037v1,https://arxiv.org/e-print/2602.13037v1,main.tex,64,71,"For every planar graph $G$,
\begin{align*}
    &\bullet~\chi_2(G) \leq 7 & \textrm{if } \Delta(G) = 3, \\
    &\bullet~\chi_2(G) \leq \Delta(G) + 5 & \textrm{if } 4 \leq \Delta(G) \leq 7, \\
    &\bullet~\chi_2(G) \leq \lfloor 3\Delta(G)/2\rfloor + 1 & \textrm{otherwise.}
\end{align*}","For every planar graph $G$, align* & _2(G) <= 7 & if (G) = 3, & _2(G) <= (G) + 5 & if 4 <= (G) <= 7, & _2(G) <= 3(G)/2 + 1 & otherwise. align*",real_open_conjecture,0.95,0.75,0.8,"Wegner's long-standing conjecture on planar graphs' distance-2 chromatic number is a central, classical problem in graph coloring with tight bounds and wide structural and algorithmic impact if resolved.",0.03,0.6,"Decades-old Wegner conjecture with only asymptotic and partial progress (special cases, (1+o(1))3Δ/2 bounds). No clear finite-case closure indicated; unlikely to be resolved within five years.",gpt5mini-v5-open-exact-v1,This is Wegner's 1977 conjecture about chi_2 for planar graphs; it is a well-known open conjecture and is presented here without resolution.,"Lines 64–71: ""\begin{conjecture}[Wegner... ] For every planar graph G, • χ_2(G) ≤7 if Δ(G)=3, • χ_2(G) ≤ Δ(G)+5 if 4≤Δ(G)≤7, • χ_2(G) ≤ ⌊3Δ(G)/2⌋+1 otherwise.\end{conjecture}""",2026-03-06T05:07:55Z
388,2602.12868v1,A Complex Analogue of Spencer's Six Standard Deviations Theorem and the Complex Banach-Mazur Distance,http://arxiv.org/abs/2602.12868v1,https://arxiv.org/pdf/2602.12868v1,https://arxiv.org/e-print/2602.12868v1,PaperArxiv.tex,133,136,"\label{conj1}
Let $n \geq 1$ be an integer and let $a_1, \ldots, a_n \in \mathbb{C}^n$ be vectors such that $\|a_i\|_{\infty} \leq 1$ for every $i=1, \ldots, n$. Then, there exists a unimodular vector $x \in \mathbb{C}^n$ such that $|\langle x, a_i \rangle| \leq \sqrt{n}$ for every $i=1, \ldots, n$.","Let $n >= 1$ be an integer and let $a_1, , a_n in C^n$ be vectors such that $\|a_i\|_ <= 1$ for every $i=1, , n$. Then, there exists a unimodular vector $x in C^n$ such that $| x, a_i | <= n$ for every $i=1, , n$.",real_open_conjecture,0.95,0.76,0.85,"A sharp, dimension-uniform complex analogue of Spencer's theorem; tight via complex Hadamard matrices and implies exact Banach–Mazur distances. Connects discrepancy theory with complex Hadamard/SIC-POVM problems, giving broad structural consequences.",0.25,0.35,"Exact sharp constant for all n is a strong global statement; only n=2,3 resolved here. Related hard problems (Zauner, Hadamard classification) and lack of a clear general method make a 5-year resolution plausible but uncertain.",gpt5mini-v5-open-exact-v1,"Conjecture 1 asserts existence of a unimodular vector with |⟨x,a_i⟩| ≤ √n for all n; paper proves only n=2,3, so the general statement remains open.","Conjecture 1 stated (lines 133-136). Paper proves Conjecture 1 for n=2,3 (see theorem summary lines 186-187).",2026-03-06T05:10:08Z
