conjecture_id,arxiv_id,title,abs_url,pdf_url,source_url,source_file,start_line,end_line,body_tex,plain_text,label,confidence,interestingness_score,interestingness_confidence,interestingness_rationale,viability_score,viability_confidence,viability_rationale,assessment_version,rationale,evidence_snippet,labeled_at
196,2602.20279v1,Universal Functions for Topological Correlators,http://arxiv.org/abs/2602.20279v1,https://arxiv.org/pdf/2602.20279v1,https://arxiv.org/e-print/2602.20279v1,segre_v10.tex,1046,1078,"\label{conj_GK}
Let $M$ be as above, and $s\in\mathbb Z$. There exist universal functions
\bea\label{Cz Cz12}
Q_s, R_s, T_s, V_s, W_s, X_s  &\in \mathbb C[[z]]~, \\
S_s, S_{1,s}, Y_s, Y_{1,s}, Z_s,  Z_{11,s} &\in \mathbb C[[z^{\frac{1}{2}}]]~,
\eea
such that for any $\alpha\in K(S)$ with $\rk(\alpha)=s$ we have 
{\normalfont
\bea\label{GK conjecture}
\segre_\alpha[p',x']=\universal_\alpha[p',x'] \Big|_{z^{\frac12\vd M}}~,
\eea
}
where 
{\normalfont
\bea\label{universal series}
\universal_\alpha[p',x']& \coloneqq 2^{2-\chih+K^2}V_s^{c_2(\alpha)}W_s^{c_1(\alpha)^2}X_s^{\chih} Y_s^{c_1(\alpha)K}Z_s^{K^2}e^{x'^2 Q_s + c_1(\alpha)x' R_s + x'K S_{s}  +  p'\, T_s} \\
&\quad \times \sum_a (-1)^{a c_1}\, \sw(a) Y_{1,s}^{c_1(\alpha)a}e^{a x' S_{1,s}} Z_{11,s}^{a^2}~,
\eea
}
and 
\bea\label{changeofvar}
z = t (1+(1-\tfrac{s}{2}) t)^{1-\frac{s}{2}}~.
\eea
Here, 
\bea\label{Vs Ws Xs Qs Rs Ts} 
V_s(t) &= (1+(1-\tfrac{s}{2})t)^{2-s} (1+(2-\tfrac{s}{2})t)^s~, \\
W_{s}(t)&= 2\left(2+(2-s)t\right)^{-\frac32+\frac12s}\left(2+(4-s)t\right)^{\frac12-\frac12s}~, \\
X_{s}(t)&= (1+(1-\tfrac{s}{2})t)^{\frac12s^2-\frac54s}(1+(2-\tfrac{s}{2})t)^{-\frac12 s^2+\frac12}(1+(1-\tfrac{s}{2})(2-\tfrac{s}{2})t)^{-\frac12}~, \\
Q_s(t) &= \tfrac{1}{2}t(1+(1-\tfrac{s}{2}) t)~, \quad  R_s(t) = t~, \quad 
T_{s}(t) = 2 t (1+ \tfrac{1}{2}(1-\tfrac{s}{2})(2-\tfrac{s}{2})t)~, \\
\eea
and moreover $Y_s$, $Y_{1,s}$,  $Z_s$, $Z_{11,s}$, $S_s$, $S_{1,s}$ are all algebraic functions.","Let $M$ be as above, and $s Z$. There exist universal functions Q_s, R_s, T_s, V_s, W_s, X_s & C[[z]]~, \\ S_s, S_ 1,s , Y_s, Y_ 1,s , Z_s, Z_ 11,s & C[[z^ 1 2 ]]~, such that for any $ K(S)$ with $()=s$ we have _=_ |_ z^ 12 M ~, where _& 2^ 2-+K^2 V_s^ c_2() W_s^ c_1()^2 X_s^ Y_s^ c_1()K Z_s^ K^2 e^ x'^2 Q_s + c_1()x' R_s + x'K S_ s + p'\, T_s \\ & _a (-1)^ a c_1 \, (a) Y_ 1,s ^ c_1()a e^ a x' S_ 1,s Z_ 11,s ^ a^2 ~, and z = t (1+(1-s 2 ) t)^ 1-s 2 ~. Here, V_s(t) &= (1+(1-s 2 )t)^ 2-s (1+(2-s 2 )t)^s~, \\ W_ s (t)&= 2(2+(2-s)t)^ -32+12s (2+(4-s)t)^ 12-12s ~, \\ X_ s (t)&= (1+(1-s 2 )t)^ 12s^2-54s (1+(2-s 2 )t)^ -12 s^2+12 (1+(1-s 2 )(2-s 2 )t)^ -12 ~, \\ Q_s(t) &= 1 2 t(1+(1-s 2 ) t)~, R_s(t) = t~, T_ s (t) = 2 t (1+ 1 2 (1-s 2 )(2-s 2 )t)~, \\ and moreover $Y_s$, $Y_ 1,s $, $Z_s$, $Z_ 11,s $, $S_s$, $S_ 1,s $ are all algebraic functions.",real_open_conjecture,0.95,0.9,0.8,"Proposes universal algebraic generating functions linking Segre numbers, moduli of sheaves and Seiberg–Witten/Donaldson invariants; proving it would significantly unify enumerative algebraic geometry and gauge-theory invariants.",0.3,0.35,"Recent explicit formulas and verifications for s=1,2,3 and modular/algebraic structure (Göttsche–Kool 2020) indicate active progress, but full rank-2 universality remains nontrivial, so only a moderate near-term chance.",gpt5mini-v4-viability-scout-v1,This is the Göttsche–Kool conjecture (cited explicitly) about universal functions for Segre invariants; presented as a conjecture in the literature and in the paper.,"Lines 1045–1053 and 1060–1067: ""Before we state the main conjecture..."" then Conjecture (Göttsche--Kool) with universal functions and formulas.",2026-03-04T14:21:56Z
201,2602.19978v1,Betti numbers of ideals generated by $n+1$ powers of general linear forms,http://arxiv.org/abs/2602.19978v1,https://arxiv.org/pdf/2602.19978v1,https://arxiv.org/e-print/2602.19978v1,main.tex,143,148,"For a generic ideal $I = (f_1,\dots,f_r) \subset k[x_1,\dots,x_n]$ with $\deg f_i = d_i$ we have
$$
\HS_{R/I}(T) = \left[\frac{\prod_{i=1}^r (1-T^{d_i})}{(1-T)^n}\right].
$$","For a generic ideal $I = (f_1,,f_r) k[x_1,,x_n]$ with $ f_i = d_i$ we have $$ _ R/I (T) = . $$",real_open_conjecture,0.95,0.95,0.85,"Longstanding, central conjecture predicting Hilbert series of generic ideals; equivalent to semi-regularity. Resolving it would profoundly affect understanding of syzygies, Hilbert functions, and Lefschetz properties.",0.75,0.6,"Recent reductions (Pardue–Richert) reduce Betti-number description to a numerical condition, and a 2025 work reportedly verifies that condition; strong local progress makes resolution likely within five years.",gpt5mini-v4-viability-scout-v1,"Fröberg's conjecture is a well-known, actively posed open conjecture in commutative algebra; the paper states it explicitly as an open conjecture (with citation).","Lines 143-147: ""\begin{conjecture}[Fröberg's conjecture ...] For a generic ideal ... we have HS_{R/I}(T) = [\prod_{i=1}^r (1-T^{d_i})/(1-T)^n].""",2026-03-04T14:22:52Z
223,2602.19230v1,Towards the Erdős matching conjecture for 4-uniform hypergraphs: stability and applications,http://arxiv.org/abs/2602.19230v1,https://arxiv.org/pdf/2602.19230v1,https://arxiv.org/e-print/2602.19230v1,main.tex,138,143,"Let $H$ be an $n$-vertex $k$-graph with matching number at most $s$. Then
\begin{equation}\label{EMC}
	e(H)\le \max\left\{\binom{n}{k}-\binom{n-s}{k},\binom{sk+k-1}{k}\right\}.
\end{equation}","Let $H$ be an $n$-vertex $k$-graph with matching number at most $s$. Then equation e(H) \ n k -n-s k ,sk+k-1 k \ . equation",real_open_conjecture,0.95,0.97,0.9,"Central longstanding conjecture in extremal combinatorics; solved for k≤3 but open for general k≥4. Deep, widely studied with many partial results (including this paper's 4-uniform progress), high impact if fully resolved.",0.65,0.6,Paper establishes EMC for k=4 when n≥5s (large n) and proves a stability result. Only limited small-n/edge cases remain; strong progress by leading authors makes near-term completion plausible.,gpt5mini-v4-viability-scout-v1,"The Erdős Matching Conjecture is a classical, actively studied open conjecture; the paper states it and works toward cases (k=4) but it remains open in general.","Lines 138–143: ""Erdős Matching Conjecture... Let H be an n-vertex k-graph with matching number at most s. Then e(H) ≤ max{...}.""",2026-03-04T14:26:10Z
239,2602.20184v1,The Adams differentials on the $e$-family,http://arxiv.org/abs/2602.20184v1,https://arxiv.org/pdf/2602.20184v1,https://arxiv.org/e-print/2602.20184v1,main.tex,326,329,"\label{conj:NDC}
    For any non-trivial $\Sq^0$-family $\{a_i\}_{i\ge 0}$ on the Adams $E_2$-page, only finitely many classes survive to the $E_\infty$-page.","For any non-trivial $^0$-family $\ a_i\ _ i 0 $ on the Adams $E_2$-page, only finitely many classes survive to the $E_$-page.",real_open_conjecture,0.95,0.95,0.75,"Central structural prediction about the Adams spectral sequence controlling infinite Sq^0-families; general resolution would profoundly advance stable homotopy theory—ties to Hopf/Kervaire problems and recent partial progress, so likely deep and important.",0.35,0.3,"Active area with recent computational and conceptual progress (IWX, HHR) makes resolving a specific e-family plausible, but Adams differential patterns remain deep and no decisive breakthrough is indicated.",gpt5mini-v4-viability-scout-v1,The New Doomsday Conjecture is a known open conjecture in stable homotopy theory; this paper proves instances but does not resolve the general conjecture.,Lines 326–329: Statement of the New Doomsday Conjecture. Later text and abstract treat special cases (e.g. certain Adams lines) rather than proving the general conjecture.,2026-03-04T14:28:13Z
240,2602.20184v1,The Adams differentials on the $e$-family,http://arxiv.org/abs/2602.20184v1,https://arxiv.org/pdf/2602.20184v1,https://arxiv.org/e-print/2602.20184v1,main.tex,333,336,"\label{conj:UDC}
    For any non-trivial $Sq^0$-family $\{a_i\}_{i\ge 0}$ on the Adams $E_2$-page, there exists a non-trivial $Sq^0$-family $\{b_i\}_{i\ge 0}$, an integer $k\geq 2$ and a class $c$ on the Adams $E_2$-page such that $d_k(a_i) = c \cdot b_i$ for all but finitely many $i$.","For any non-trivial $Sq^0$-family $\ a_i\ _ i 0 $ on the Adams $E_2$-page, there exists a non-trivial $Sq^0$-family $\ b_i\ _ i 0 $, an integer $k 2$ and a class $c$ on the Adams $E_2$-page such that $d_k(a_i) = c b_i$ for all but finitely many $i$.",real_open_conjecture,0.95,0.94,0.78,"Generalizes the New Doomsday Conjecture; proving it would systematically describe Adams differentials for Sq^0-families, profoundly impacting computations of stable homotopy groups and major questions like Hopf/Kervaire-type phenomena.",0.25,0.3,"Active area with substantial recent partial results (HHR, low-stem computations), but explicit Adams differentials remain deep and computationally hard; modest chance of decisive resolution within five years, with notable uncertainty.",gpt5mini-v4-viability-scout-v1,The Uniform Doomsday Conjecture is presented as a conjecture arising from computations; it is not proved in general in the paper and remains an open statement in the literature.,"Lines 333–336: Statement of the Uniform Doomsday Conjecture: existence of b_i, k≥2 and c with d_k(a_i)=c·b_i for all but finitely many i.",2026-03-04T14:28:27Z
247,2602.17983v1,"From Trees to Tripods: Proof of $K(π,1)$ for Artin groups with $ABI$-type spherical parabolics",http://arxiv.org/abs/2602.17983v1,https://arxiv.org/pdf/2602.17983v1,https://arxiv.org/e-print/2602.17983v1,cn.tex,134,137,"\label{conj:braid}
	The spherical Deligne complex of any braid group is CAT$(1)$.",The spherical Deligne complex of any braid group is CAT$(1)$.,real_open_conjecture,0.95,0.92,0.75,"Central long-standing conjecture whose resolution would imply K(pi,1) for broad classes of Artin groups; only known for ≤4 strands; deep links to CAT(1) geometry, braid group/Deligne complex structure and geometric group theory.",0.45,0.35,"Authors reduce K(π,1) for tree Coxeter diagrams to tripod cases and prove it for ABI-types; this substantial reduction raises plausibility, but remaining D_n and exceptional tripod cases remain challenging.",gpt5mini-v4-viability-scout-v1,This is the well-known Charney–Davis conjecture about spherical Deligne complexes of braid groups being CAT(1); paper cites it explicitly and notes it's known only in small cases.,"Lines 132-136: authors state Charney–Davis conjecture that spherical Deligne complex of any braid group is CAT(1), known only for braid groups on ≤4 strands.",2026-03-04T14:30:23Z
249,2602.17912v1,The local logarithmic Brunn-Minkowski inequality for bodies of revolution,http://arxiv.org/abs/2602.17912v1,https://arxiv.org/pdf/2602.17912v1,https://arxiv.org/e-print/2602.17912v1,log_bm_arxiv.tex,222,227,"\label{log_bm}
		For origin symmetric convex bodies $K,L\subset\R^n$ with the origin in their interior and all $t\in[0,1]$
		\begin{align}\label{log_bm_ineq}
			\vol(K^tL^{1-t})\geq \vol(K)^t\vol(L)^{1-t}.
		\end{align}","For origin symmetric convex bodies $K,L^n$ with the origin in their interior and all $t$ align (K^tL^ 1-t ) (K)^t(L)^ 1-t . align",real_open_conjecture,0.95,0.95,0.85,"Major open strengthening of Brunn–Minkowski with deep analytic and geometric consequences (implies L^p-BM for p>0); proven only in special/local/symmetric cases, central to convex geometric analysis.",0.35,0.25,"Substantial recent local and symmetry-based progress (2D, near-unit balls, Coxeter-reflection cases) makes the revolution-symmetric special case plausible within five years, but the core global difficulty remains significant.",gpt5mini-v4-viability-scout-v1,"This is the standard logarithmic Brunn–Minkowski conjecture for origin-symmetric convex bodies, explicitly stated as a conjecture and known only in special cases.","Lines 221-227: authors state the logarithmic Brunn–Minkowski conjecture: vol(K^tL^{1-t}) ≥ vol(K)^t vol(L)^{1-t} for origin-symmetric convex bodies, noting partial results.",2026-03-04T14:54:45Z
250,2602.17912v1,The local logarithmic Brunn-Minkowski inequality for bodies of revolution,http://arxiv.org/abs/2602.17912v1,https://arxiv.org/pdf/2602.17912v1,https://arxiv.org/e-print/2602.17912v1,log_bm_arxiv.tex,250,255,"\label{loc_log_bm}
		For all $p\geq 0$ and origin symmetric convex bodies $K\subset \R^n$ with nonempty interior and for all convex bodies $L\subset\R^n$ we have
		\begin{align}\label{loc_log_bm_ineq}
			\frac{V(L,K[n-1])^2}{\vol(K)}\geq \frac{n-1}{n-p}V(L,L,K[n-2])+\frac{1-p}{n(n-p)}\int_{S^{n-1}}\frac{h_L^2}{h_K}dS_K.
		\end{align}","For all $p 0$ and origin symmetric convex bodies $K ^n$ with nonempty interior and for all convex bodies $L^n$ we have align V(L,K[n-1])^2 (K) n-1 n-p V(L,L,K[n-2])+1-p n(n-p) _ S^ n-1 h_L^2 h_K dS_K. align",real_open_conjecture,0.95,0.92,0.78,"Central open extension of the log-Brunn-Minkowski problem; equivalent to L^p-BM for p∈[0,1). Partial verifications (zonoids, bodies of revolution, near-ball, symmetry cases); a general proof would be deep and impactful in convex geometry.",0.35,0.4,"Active area with substantial partial progress (near-ball results, zonoids, reflection-symmetric bodies, bodies of revolution) and new elliptic/spectral methods, yet the full origin-symmetric general case remains broad and technically resistant.",gpt5mini-v4-viability-scout-v1,Explicitly posed as a conjecture in the introduction; relates to the (logarithmic) Brunn–Minkowski problem which is a well-known open problem except in special cases.,Lines 248–255: 'Putterman showed ... equivalent to the following local L^p-Brunn-Minkowski inequality ... \begin{conjecture}[local $L^p$-Brunn-Minkowski inequality] ...',2026-03-04T14:54:59Z
255,2602.17637v1,On Sets of Monochromatic Objects in Bicolored Point Sets,http://arxiv.org/abs/2602.17637v1,https://arxiv.org/pdf/2602.17637v1,https://arxiv.org/e-print/2602.17637v1,main.tex,491,494,"Let $n$ blue points, no three on a line, and $n$ red points, disjoint from the blue points, be given.
If the line through any two blue points contains a red point, then all $2n$ points lie on a cubic curve.","Let $n$ blue points, no three on a line, and $n$ red points, disjoint from the blue points, be given. If the line through any two blue points contains a red point, then all $2n$ points lie on a cubic curve.",real_open_conjecture,0.95,0.9,0.67,Would classify all two-colour extremal Sylvester–Gallai-type configurations as cubic curves; proven for n=5 and realized by reducible/irreducible cubic examples. A general proof would be a substantial structural result in incidence geometry.,0.3,0.35,Posed in 2018 and proved here for n=5. Nontrivial but recent partial progress and algebraic/combinatorial tools suggest a moderate (not high) chance of a general resolution within five years.,gpt5mini-v4-viability-scout-v1,"This is the Milićević conjecture from 2018 cited by the authors; they prove the n=5 case, leaving the general conjecture open.","Lines 487–494: 'Mili\'cevi\'c conjectured ... \begin{conjecture}[Mili\'cevi\'c] Let $n$ blue points ... If the line through any two blue points contains a red point, then all $2n$ points lie on a cubic curve.'",2026-03-04T14:56:22Z
260,2602.17459v1,Uniform Set Systems with Uniform Witnesses,http://arxiv.org/abs/2602.17459v1,https://arxiv.org/pdf/2602.17459v1,https://arxiv.org/e-print/2602.17459v1,paper.tex,239,241,"\label{conj:uniform-witness}
    Let $n\ge 2(d+1)$ and $0\le s\le d$. Suppose $\cF\subseteq \binom{[n]}{d+1}$ is an $s$-witness family. Then $|\cF|\le \binom{n-1}{d}$.",Let $n 2(d+1)$ and $0 s d$. Suppose $ [n] d+1 $ is an $s$-witness family. Then $|| n-1 d $.,real_open_conjecture,0.95,0.8,0.7,"Natural extension of Erdős–Ko–Rado and VC-dimension problems with partial resolutions (s=0,1,d and s≤d/2) and nontrivial counterexamples; remaining d/2<s≤d−1 cases show new phenomena and likely need novel deep ideas.",0.55,0.45,"Substantial recent progress: cases s=0,1,d and now s≤d/2 resolved for large n. Only the narrow range d/2<s≤d-1 remains (authors exhibit structural barriers), making a near-term resolution moderately likely but nontrivial.",gpt5mini-v4-viability-scout-v1,A known conjecture from prior work [CXYZ25]; this paper proves it for s\le d/2 but states remaining cases (d/2 < s \le d-1) are open.,Lines 239–246: Conjecture stated from [CXYZ25]. Lines 249–254: authors prove it for s\le d/2 and note remaining open cases are d/2<s\le d-1.,2026-03-04T14:57:25Z
278,2602.16945v1,On rational chain connectedness of globally +-regular varieties,http://arxiv.org/abs/2602.16945v1,https://arxiv.org/pdf/2602.16945v1,https://arxiv.org/e-print/2602.16945v1,g+r_rational.tex,279,280,"\label{non-vanishing_conjecture} (Non-vanishing Conjecture) Let $X$ be a smooth projective variety over $\C$. If $K_X$ is pseudo-effective, then $\kappa(X)\geq 0$.","(Non-vanishing Conjecture) Let $X$ be a smooth projective variety over $$. If $K_X$ is pseudo-effective, then $(X) 0$.",real_open_conjecture,0.95,0.95,0.9,Central open problem in the minimal model program: non-vanishing yields existence of pluricanonical sections and underpins abundance and construction of minimal models; several results here are contingent on it.,0.03,0.8,"Classic non-vanishing conjecture in birational geometry, long-standing central MMP open problem with no indication of imminent resolution in snippet; historically resistant to decades of efforts — very unlikely to be settled within five years.",gpt5mini-v4-viability-scout-v1,"This is the standard Non-vanishing Conjecture in birational geometry, explicitly cited and assumed, long-standing and unresolved.","""(Non-vanishing Conjecture) Let X be a smooth projective variety over \C. If K_X is pseudo-effective, then \kappa(X)\ge 0."" (lines 277–280)",2026-03-04T15:00:22Z
286,2602.16602v1,A type theory for invertibility in weak $ω$-categories,http://arxiv.org/abs/2602.16602v1,https://arxiv.org/pdf/2602.16602v1,https://arxiv.org/e-print/2602.16602v1,main.tex,2311,2317,"The functor \(\loc\) admits a right adjoint, given by:
  \begin{align*}
    \radj \ty \markedomegacat &\to \Mod(\cattinv) \\
    (\radj X)(\Gamma) &= \markedomegacat(\loc\minterp{\Gamma},X)
  \end{align*}","The functor \(\) admits a right adjoint, given by: align* & () \\ ( X)() &= (,X) align*",real_open_conjecture,0.95,0.82,0.67,"Establishing this adjoint requires proving cocontinuity/Yoneda-extension of loc, a nontrivial claim in marked weak ω-categories; it yields model–syntax duality and significant semantic control of ICaTT, so it's important and challenging.",0.6,0.45,"Authors give an explicit candidate right adjoint and supporting lemmas; remaining task reduces to showing preservation of pushouts along display maps and cocontinuity. Technical but plausible, not a grand open problem.",gpt5mini-v4-viability-scout-v1,"Explicitly posed conjecture about existence of a right adjoint to a functor; authors note what would be required to prove it, implying it's open.","Lines 2310–2317: ""This leads us to conjecture: \begin{conjecture} The functor \loc admits a right adjoint, given by: ... \end{conjecture}. Proving this conjecture would require showing ...""",2026-03-04T15:01:57Z
287,2602.16580v1,On the Coupled Cluster Doubles Truncation Variety of Four Electrons,http://arxiv.org/abs/2602.16580v1,https://arxiv.org/pdf/2602.16580v1,https://arxiv.org/e-print/2602.16580v1,paper.tex,1114,1130,"Consider the rational map $\gamma: \mathbb P^m \dashrightarrow \mathbb P^{m+s}$ such that 
\[ \begin{matrix}
\gamma: & \mathbb P^m \setminus \textrm{V}(z_0) & \longrightarrow & \mathbb P^{m+s}\\
& z & \mapsto & y 
\end{matrix} \quad \text{with} \quad y_i = \begin{cases}
    z_0^2 & \text{if }i=0,\\
    z_0z_i & \text{if } i \in \{1,\ldots,m\},\\
    \gamma_i(z) & \text{if } i \in \{ m+1, \ldots, m+s\},
\end{cases}
\]
where $\gamma_i(z)$ are general homogeneous quadratic polynomials for $i=m+1,\ldots, m+s$. Then the graph of $\gamma$ has degree
\[ \deg(\text{graph}(\gamma)) = \begin{cases}
(m - s + 2)2^s -1 & \text{if } s<m, \\
2^{m+1}-1 & \text{if } s \geq m.
\end{cases} \]","Consider the rational map $: P^m P^ m+s $ such that \[ matrix : & P^m V(z_0) & & P^ m+s \\ & z & & y matrix with y_i = cases z_0^2 & if i=0,\\ z_0z_i & if i \ 1,,m\ ,\\ _i(z) & if i \ m+1, , m+s\ , cases \] where $_i(z)$ are general homogeneous quadratic polynomials for $i=m+1,, m+s$. Then the graph of $$ has degree \[ (graph()) = cases (m - s + 2)2^s -1 & if s<m, \\ 2^ m+1 -1 & if s m. cases \]",real_open_conjecture,0.95,0.78,0.65,Precise closed-form degree for a family of quadratic rational maps; connects algebraic geometry and coupled-cluster quantum chemistry; empirical verification for small n; proving requires nontrivial intersection-theoretic/representation arguments.,0.65,0.55,"Concrete, limited-scope degree formula with computational verification up to n=10; standard intersection-theoretic and algebraic-geometry techniques plausibly can prove it for remaining small n, so moderate near-term likelihood.",gpt5mini-v4-viability-scout-v1,Authors state a conjecture based on computations about the degree of the graph of a generic quadratic map; presented as computationally motivated and not proven.,"Lines 1114–1129: ""Based on computations ... we conjecture the following: Consider the rational map γ: P^m ⇢ P^{m+s} ... Then the graph of γ has degree ...""",2026-03-04T15:02:05Z
296,2602.16433v1,"Hensel minimality, $p$-adic exponentiation and Tate uniformization",http://arxiv.org/abs/2602.16433v1,https://arxiv.org/pdf/2602.16433v1,https://arxiv.org/e-print/2602.16433v1,main.tex,846,852,"Let $z_1,\ldots,z_n\in\CC$ be $\QQ$-linearly independent. 
    Then
    \begin{equation*}
        \mathrm{tr.deg.}_\QQ \QQ(z_1,\ldots,z_n,\exp(z_1),\ldots,\exp(z_n))\geq n.
    \end{equation*}","Let $z_1,,z_n$ be $$-linearly independent. Then equation* tr.deg._ (z_1,,z_n,(z_1),,(z_n)) n. equation*",real_open_conjecture,0.95,0.99,0.95,"Central open problem in transcendental number theory; resolving it yields profound algebraic-independence and unlikely-intersection consequences, underpins uniform/p-adic variants and links to Zilber–Pink, making it highly deep and important.",0.03,0.6,"This is the p-adic analogue of Schanuel—a longstanding, flagship transcendence conjecture. The snippet shows structural progress but no decisive breakthrough; a resolution within ~5 years is very unlikely.",gpt5mini-v4-viability-scout-v1,"Classical Schanuel's conjecture is stated; it is a well-known, widely open conjecture in transcendental number theory.","Lines 846–852: ""Let z_1,...,z_n in C be Q-linearly independent. Then tr.deg._Q Q(z_1,...,z_n,exp(z_1),...,exp(z_n)) \ge n.""",2026-03-04T15:03:38Z
297,2602.16433v1,"Hensel minimality, $p$-adic exponentiation and Tate uniformization",http://arxiv.org/abs/2602.16433v1,https://arxiv.org/pdf/2602.16433v1,https://arxiv.org/e-print/2602.16433v1,main.tex,856,862,"\label{conj:$p$-adicschanuel}
    Suppose $z_1,\ldots,z_n\in\DD_p\subset \CC_p$ are $\QQ$-linearly independent. Then
    \begin{equation*}
        \mathrm{tr.deg.}_\QQ \QQ(z_1,\ldots,z_n,\exp(z_1),\ldots,\exp(z_n))\geq n.
    \end{equation*}","Suppose $z_1,,z_n_p _p$ are $$-linearly independent. Then equation* tr.deg._ (z_1,,z_n,(z_1),,(z_n)) n. equation*",real_open_conjecture,0.95,0.95,0.85,"p-adic analogue of Schanuel—a central deep transcendence conjecture; resolving it would impact p-adic exponentiation, Tate uniformization, unlikely intersections and Hensel minimality-based model theory, so it's highly nontrivial and widely important.",0.03,0.7,p-adic Schanuel is the p-adic analogue of the classic Schanuel conjecture — a longstanding major open problem. Here it is assumed rather than resolved; no local breakthrough evidence suggests near-term resolution.,gpt5mini-v4-viability-scout-v1,The p-adic Schanuel conjecture is explicitly formulated as an open conjecture in the paper; it is the p-adic analogue of the classical open Schanuel conjecture.,"Lines 856–862 and 856–861: ""Suppose z_1,...,z_n in D_p subset C_p are Q-linearly independent. Then tr.deg._Q Q(z_1,...,z_n,exp(z_1),...,exp(z_n)) \ge n.""",2026-03-04T15:03:50Z
298,2602.16433v1,"Hensel minimality, $p$-adic exponentiation and Tate uniformization",http://arxiv.org/abs/2602.16433v1,https://arxiv.org/pdf/2602.16433v1,https://arxiv.org/e-print/2602.16433v1,main.tex,1400,1405,"\label{conj:zpunlikely}
    For every positive integer $n$ and any algebraic variety $V\subseteq E_q^{n}$, the set
\[\bigcup_{S\in\mathscr{S}^{\mathrm{def}(V)-1}}V\cap S\]
is not Zariski dense in $V$.","For every positive integer $n$ and any algebraic variety $V E_q^ n $, the set \[_ S^ def(V)-1 V S\] is not Zariski dense in $V$.",real_open_conjecture,0.95,0.95,0.82,"Central open Zilber–Pink statement for powers of a Tate elliptic curve: a deep unlikely-intersections conjecture generalizing André–Oort/Manin–Mumford/Mordell–Lang. Only partial (weak) results exist, so resolution would be highly significant.",0.08,0.25,"Variant of Zilber–Pink for E_q^n; classic, widely open; only weak Zilber–Pink is known per the text. Despite progress, full resolution seems unlikely within ~5 years.",gpt5mini-v4-viability-scout-v1,"This is the Zilber--Pink conjecture (unlikely formulation), a well-known open problem; the paper itself states it remains open.","Conjecture (Zilber--Pink, unlikely version) ... is not Zariski dense in V. Although Conjecture \ref{conj:zpunlikely} remains open, an important result towards it is the following theorem...",2026-03-04T15:04:07Z
299,2602.16433v1,"Hensel minimality, $p$-adic exponentiation and Tate uniformization",http://arxiv.org/abs/2602.16433v1,https://arxiv.org/pdf/2602.16433v1,https://arxiv.org/e-print/2602.16433v1,main.tex,1413,1415,"For every positive integer $n$, every subvariety $V\subset E_q^n$ contains only finitely many maximal (with respect to inclusion) atypical components.","For every positive integer $n$, every subvariety $V E_q^n$ contains only finitely many maximal (with respect to inclusion) atypical components.",real_open_conjecture,0.95,0.98,0.9,"Central Zilber–Pink statement generalizing André–Oort and Manin–Mumford; deep, widely impactful across unlikely intersections, arithmetic geometry and model theory; resolving it would be a major advance.",0.03,0.25,"Zilber–Pink is a longstanding, broad unlikely-intersections conjecture; only weak/partial results (e.g. Kirby's weak ZP) are cited. Full resolution across all n seems unlikely in the next five years.",gpt5mini-v4-viability-scout-v1,"Atypical formulation of Zilber--Pink, explicitly presented as a conjecture and equivalent to the unlikely version; known open problem in the literature.","Conjecture (Zilber--Pink, atypical version): every subvariety V ⊂ E_q^n contains only finitely many maximal atypical components. Referenced equivalence to other formulations; paper notes Conjecture \ref{conj:zpunlikely} remains open.",2026-03-04T15:04:19Z
306,2602.16333v1,Long cycles in vertex transitive digraphs,http://arxiv.org/abs/2602.16333v1,https://arxiv.org/pdf/2602.16333v1,https://arxiv.org/e-print/2602.16333v1,main.tex,429,431,"There exists an $\eps >0$ and infinitely many values of $n$ for which there exists a connected vertex transitive digraph of order $n$, whose perimeter gap is at least $\eps n$.","There exists an $ >0$ and infinitely many values of $n$ for which there exists a connected vertex transitive digraph of order $n$, whose perimeter gap is at least $ n$.",real_open_conjecture,0.95,0.9,0.75,"A linear perimeter gap would resolve a longstanding Alspach-type Hamiltonicity question in the vertex-transitive/digraph setting; the undirected analogue is open, so a positive result would be deep and widely impactful.",0.08,0.6,"Decades-old Alspach problem; only first growing (logarithmic) bounds recently obtained, undirected case still open. Jump to linear (εn) seems a major breakthrough unlikely within ~5 years.",gpt5mini-v4-viability-scout-v1,"Authors pose this as an open problem in the concluding remarks, asking for existence of linear-size perimeter gaps in infinitely many vertex-transitive digraphs.","Section Concluding remarks: ""There exists an ε>0 and infinitely many values of n ... whose perimeter gap is at least ε n.""",2026-03-04T15:05:54Z
