id,arxiv_id,title,published_at,updated_at,authors,categories,primary_category,doi,journal_ref,comments,abs_url,pdf_url,source_url,license_url,source_file,index_in_file,start_line,end_line,body_tex,plain_text,content_hash,normalized_license_url,license_family,publication_decision,publication_text_allowed,publication_text_reason,publication_policy_version,latest_label_model,latest_label,latest_label_confidence,latest_interestingness_score,latest_interestingness_confidence,latest_interestingness_rationale,latest_viability_score,latest_viability_confidence,latest_viability_rationale,latest_assessment_version,latest_label_rationale,latest_evidence_snippet,latest_labeled_at,text_withheld
3619,2606.17922v1,On Injectivity of Phase Retrieval,2026-06-16T13:36:58Z,2026-06-16T13:36:58Z,Zhangsong Li,math.FA;cs.IT;math.PR,math.FA,,,"4 pages; AI generated, human verified",http://arxiv.org/abs/2606.17922v1,https://arxiv.org/pdf/2606.17922v1,https://arxiv.org/e-print/2606.17922v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,main.tex,1,134,140,,,761e326f4f825974d744b7c27c319f4f42ab98a7b586072a679b416053916c04,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.66,0.6,,0.02,0.7,,gpt5mini-v5-open-exact-v1,,,2026-06-21T15:57:37Z,True
3620,2606.19393v1,An alternative way of defining finite graphs,2026-06-16T13:23:46Z,2026-06-16T13:23:46Z,Maxim Nazarov,cs.DM;cs.DS;math.CO,cs.DM,10.17223/20710410/29/7,"Prikl. Diskr. Mat., 2015, no. 3(29), 83-94",,http://arxiv.org/abs/2606.19393v1,https://arxiv.org/pdf/2606.19393v1,https://arxiv.org/e-print/2606.19393v1,http://creativecommons.org/licenses/by-sa/4.0/,Nazarov_Gr.tex,1,463,472,"In order for a Hamiltonian path to exist on $I[G]$, it is necessary and sufficient that $I[G]$ satisfy one of the four possible patterns (notation $\# \# \# $ denotes a string of return codes with abstract edges $\rightarrow \# 1 \ldots \rightarrow \# m$): 
\begin{itemize}
	\item $I[G] = 1 \Big[_{1} \rightarrow k \Big[_{2} \ldots \Big] \, \Big]$
	\item $I[G] = 1 \Big[_{1} \rightarrow k_{1} \Big[_{2} \ldots \Big]; \rightarrow k_{2} \Big[_{2} \ldots \Big] \,  \Big]$
	\item $I[G] = 1 \Big[_{1} ... \rightarrow k_{1} \Big[_{i1} \#\#\# ; \rightarrow k_{2} \Big[_{i2} \rightarrow \#1  ... \Big] \,   \Big]; \rightarrow k_{3} \Big[_{i3} \ldots \Big] \,  \Big]$	
	\item $I[G] = 1 \Big[_{1} ... \rightarrow k_{1} \Big[_{i1} \#\#\# ; \rightarrow k_{2} \Big[_{i2} ...  \rightarrow k_{3} \Big[_{i3} \rightarrow \#1; \, \#\#\# \Big]  \,  \Big] \,   \Big]; \rightarrow k_{4} \Big[_{i4} \ldots \Big] \,  \Big]$
\end{itemize}	 
Inside the blocks $\Big[_{2}\ldots \Big]$, $\Big[_{i2}\ldots \Big]$, $\Big[_{i3}\ldots \Big]$ and $\Big[_{i4}\ldots \Big]$ the number of nested brackets must be exactly equal to the number of abstract vertices (no extra branching allowed).","In order for a Hamiltonian path to exist on $I[G]$, it is necessary and sufficient that $I[G]$ satisfy one of the four possible patterns (notation $\# \# \# $ denotes a string of return codes with abstract edges $ \# 1 \# m$): $I[G] = 1 \, ]$ $I[G] = 1 ; k_ 2 \, ]$ $I[G] = 1 \, ]; k_ 3 \, ]$ $I[G] = 1 \, ] \, ]; k_ 4 \, ]$ Inside the blocks $$, $$, $$ and $$ the number of nested brackets must be exactly equal to the number of abstract vertices (no extra branching allowed).",a195abc4450e5eeb9cdf30a2217ff8500db8e01a3c8b3a6b412922b0668e2ab8,https://creativecommons.org/licenses/by-sa/4.0/,cc_by_sa,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.3,0.6,"A narrow combinatorial characterization of Hamiltonian paths in a new linear graph notation, based on enumeration up to 7 vertices; useful locally but likely technical and liable to require refinement for larger graphs.",0.12,0.35,Global necessary-and-sufficient pattern from enumeration up to 7 vertices is a strong jump; likely requires counterexamples or hard structural proof. Low near-term solvability.,gpt5mini-v5-open-exact-v1,The paper states the Hamiltonian-path pattern claim as a conjecture based on enumeration up to 7 vertices and does not prove or refute it.,"Lines 461–472: Using enumeration of graphs with |V| ≤ 7, the following conjecture regarding existence of a Hamiltonian path was put forward. (Conjecture statement follows.)",2026-06-21T15:58:37Z,False
3621,2606.17884v1,Naive atoms of blowups: examples,2026-06-16T13:03:59Z,2026-06-16T13:03:59Z,Christian Böhning;Hans-Christian Graf von Bothmer;Zac Su'a,math.AG,math.AG,,,30 pages,http://arxiv.org/abs/2606.17884v1,https://arxiv.org/pdf/2606.17884v1,https://arxiv.org/e-print/2606.17884v1,http://creativecommons.org/licenses/by/4.0/,ForDummies_arXivVersion.tex,1,419,421,"\label{cIritani}
Let $\widetilde{X}$ be the blowup of $X$ in a smooth codimension $c$ subvariety $Z$. Suppose that the inclusion $Z \hookrightarrow X$ induces an embedding $\mathrm{N}_1 (Z, \mathbb{Z}) \hookrightarrow \mathrm{N}_1 (X, \mathbb{Z})$. Then the naive atomic decomposition of $\widetilde{X}$ is the sequence obtained by concatenating and sorting the naive atomic decompositions of $X$ and $(c-1)$ times the naive atomic decomposition of $Z$.","Let $X$ be the blowup of $X$ in a smooth codimension $c$ subvariety $Z$. Suppose that the inclusion $Z X$ induces an embedding $N_1 (Z, Z) N_1 (X, Z)$. Then the naive atomic decomposition of $X$ is the sequence obtained by concatenating and sorting the naive atomic decompositions of $X$ and $(c-1)$ times the naive atomic decomposition of $Z$.",1764056ed25c178861aa78d5ab0f158da4d1012b7fbb05c75f003cbbf5185984,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.68,0.7,"A naïve Iritani blowup formula tested in examples: a structural prediction in quantum cohomology/atom theory with clear consequences for blowups, significant within the subfield though not a broad flagship problem.",0.45,0.4,Concrete blowup statement tied to Iritani's theorem with many checked examples; active field and existing techniques make resolution plausible within years.,gpt5mini-v5-open-exact-v1,Authors state a naive variant of Iritani's blowup formula as a conjecture and verify it only in several explicit examples; no general proof is given.,"Lines 417–421: ""A naive variant of Iritani's blowup formula ..."" Conjecture cIritani is stated; subsequent text checks it in specific cases.",2026-06-21T15:58:37Z,False
3622,2606.17884v1,Naive atoms of blowups: examples,2026-06-16T13:03:59Z,2026-06-16T13:03:59Z,Christian Böhning;Hans-Christian Graf von Bothmer;Zac Su'a,math.AG,math.AG,,,30 pages,http://arxiv.org/abs/2606.17884v1,https://arxiv.org/pdf/2606.17884v1,https://arxiv.org/e-print/2606.17884v1,http://creativecommons.org/licenses/by/4.0/,ForDummies_arXivVersion.tex,2,588,590,"\label{cIritaniMorePrecise}
Let $\widetilde{X}$ be the blowup of a smooth projective variety $X$ in a smooth codimension $c$ subvariety $Z$. Suppose that the inclusion $Z \hookrightarrow X$ induces an embedding $\mathrm{N}_1 (Z, \mathbb{Z}) \hookrightarrow \mathrm{N}_1 (X, \mathbb{Z})$. Then the naive atomic decomposition of $\widetilde{X}$ is the sequence obtained by concatenating and sorting the naive atomic decompositions of $X$ and $(c-1)$ copies of the naive atomic decomposition of $Z$.","Let $X$ be the blowup of a smooth projective variety $X$ in a smooth codimension $c$ subvariety $Z$. Suppose that the inclusion $Z X$ induces an embedding $N_1 (Z, Z) N_1 (X, Z)$. Then the naive atomic decomposition of $X$ is the sequence obtained by concatenating and sorting the naive atomic decompositions of $X$ and $(c-1)$ copies of the naive atomic decomposition of $Z$.",bc1682117ebe2d939677e69ac71e4829354cbb9db99b4e9962be4d4da60139b3,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.7,0.72,"A more precise naïve Iritani-type statement: concatenation rule for atomic decompositions under blowup, supported by examples and of substantive structural interest in quantum cohomology and Fano geometry.",0.45,0.4,Same naive Iritani-type conjecture as above (more precise form); examples and links to known results improve chances of a near-term proof.,gpt5mini-v5-open-exact-v1,A more precise naive Iritani conjecture is posed and only illustrated by examples; the paper does not prove the general statement.,"Lines 588–590: Conjecture cIritaniMorePrecise is stated for blowups; subsequent sections recover characteristic polynomials in examples, not a general proof.",2026-06-21T15:58:37Z,False
3623,2606.17822v1,Congruences of shifted Jack Littlewood-Richardson coefficients,2026-06-16T11:49:54Z,2026-06-16T11:49:54Z,Ryan Mickler,math.CO;math.RT,math.CO,,,"13 pages, 3 figures",http://arxiv.org/abs/2606.17822v1,https://arxiv.org/pdf/2606.17822v1,https://arxiv.org/e-print/2606.17822v1,http://creativecommons.org/licenses/by/4.0/,congruences.tex,1,113,120,"\label{conj:mickler2026}
Let
$(\mu,\nu,\lambda)\sim_p(\tilde \mu,\tilde\nu,\tilde\lambda)$ be a one-box pivot about $p$ with common hook $h$. Then the following congruence holds:
\[
g_{\mu\nu}^{\lambda} \equiv g_{\tilde\mu\tilde\nu}^{\tilde\lambda} \pmod{h},
\]
where $g$ is the shifted Jack Littlewood--Richardson coefficient of \cite{Alexandersson:2024aa}.\footnote{In Mickler \cite{Mickler:2026aa} the notation $g_{\mu\nu ;\lambda}$ is used for Alexandersson-F\'eray's \cite{Alexandersson:2017aa} more standard notation $g_{\mu\nu}^{\lambda}$}","Let $(,,)_p( ,,)$ be a one-box pivot about $p$ with common hook $h$. Then the following congruence holds: \[ g_ ^ g_ ^ h, \] where $g$ is the shifted Jack Littlewood--Richardson coefficient of . In Mickler the notation $g_ ; $ is used for Alexandersson-F\'eray's more standard notation $g_ ^ $",5c23ecb55b7c451482f1c7127b6bb923e740cd5394996b9490396b2e7fc2b782,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,not_real_conjecture,0.99,0.0,0.0,,0.0,0.0,,gpt5mini-v5-open-exact-v1,The paper proves the Jack pivot congruences: Theorem (thm:top-pivots) asserts Conjecture~\ref{conj:mickler2026} holds.,"Lines 135–140: ""In this article, we prove Conjecture~\ref{conj:mickler2026} ..."" followed by Theorem\label{thm:top-pivots}: ""Conjecture~\ref{conj:mickler2026} holds.""",2026-06-21T15:58:37Z,False
3624,2606.17822v1,Congruences of shifted Jack Littlewood-Richardson coefficients,2026-06-16T11:49:54Z,2026-06-16T11:49:54Z,Ryan Mickler,math.CO;math.RT,math.CO,,,"13 pages, 3 figures",http://arxiv.org/abs/2606.17822v1,https://arxiv.org/pdf/2606.17822v1,https://arxiv.org/e-print/2606.17822v1,http://creativecommons.org/licenses/by/4.0/,congruences.tex,2,156,165,"\label{conj:macdonald-pivots} 
Let
$(\mu,\nu,\lambda)\sim_p(\tilde \mu,\tilde\nu,\tilde\lambda)$ be a one-box pivot $p\in \sigma \cap \tilde \sigma$ with common hook $h$.  Then we have the following congruence of shifted Macdonald Littlewood--Richardson coefficients,
\[
t^{-n(\sigma)} g_{\mu\nu}^{\lambda}(q,t)
\equiv
t^{-n(\tilde\sigma)}  g_{\tilde\mu\tilde\nu}^{\tilde\lambda}(q,t)
\pmod h.
\]","Let $(,,)_p( ,,)$ be a one-box pivot $p in cap $ with common hook $h$. Then we have the following congruence of shifted Macdonald Littlewood--Richardson coefficients, \[ t^ -n() g_ ^ (q,t) t^ -n() g_ ^ (q,t) h. \]",a689c9593dbcd0eabf07f66213e68d095bd900883b611a805d1d6c2fff37cec0,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.56,0.7,"Macdonald pivot congruences generalize a proven Jack-case result to (q,t)-theory; meaningful in algebraic combinatorics but contingent on additional structural properties of the shift map.",0.65,0.5,"Macdonald pivot congruence reduces to two structural properties of Lassalle's shift; authors indicate proof mirrors Jack case, making a near-term resolution plausible if those properties are settled.",gpt5mini-v5-open-exact-v1,The Macdonald pivot congruences are presented as a conjecture and the paper states a proof would follow contingent on two unproven properties; they do not prove it here.,Lines 156–165 and 167–171: Conjecture stated; final section shows a proof would follow contingent on two unproven structural properties of Lassalle's shift map.,2026-06-21T15:58:37Z,False
3625,2606.17822v1,Congruences of shifted Jack Littlewood-Richardson coefficients,2026-06-16T11:49:54Z,2026-06-16T11:49:54Z,Ryan Mickler,math.CO;math.RT,math.CO,,,"13 pages, 3 figures",http://arxiv.org/abs/2606.17822v1,https://arxiv.org/pdf/2606.17822v1,https://arxiv.org/e-print/2606.17822v1,http://creativecommons.org/licenses/by/4.0/,congruences.tex,3,1066,1072,"\label{conj:mac-laurent-iso}
The shift map restricts to an isomorphism of $\QQ[q^{\pm1},t^{\pm1}]$-lattices
\[
\operatorname{sh}_{q,t}\colon
\Laml\;\xrightarrow{\ \sim\ }\;\Lamsl.
\]","The shift map restricts to an isomorphism of $$-lattices \[ sh_ q,t \;\ sim \ \;. \]",96868d978a0c0c03e72b34018901c76fb291aed27c807afd6759085243f29804,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.5,0.65,"Technical conjecture that Lassalle's (q,t)-shift map preserves the integral Laurent lattice; crucial to transfer Jack arguments to Macdonald theory but specialized and technical.",0.55,0.45,Shift map isomorphism over the field is known; extending to Laurent lattices is technical but concrete—amenable to algebraic methods within a few years.,gpt5mini-v5-open-exact-v1,Conjecture that the shift map restricts to an isomorphism of Laurent lattices is posed explicitly and not proved in the paper (noted as lacking a Knop-Sahi type result).,"Lines 1066–1072: ""The shift map restricts to an isomorphism of Q[q^{±1},t^{±1}]-lattices ..."" followed by commentary that this finer question lacks known results.",2026-06-21T15:58:37Z,False
3626,2606.17822v1,Congruences of shifted Jack Littlewood-Richardson coefficients,2026-06-16T11:49:54Z,2026-06-16T11:49:54Z,Ryan Mickler,math.CO;math.RT,math.CO,,,"13 pages, 3 figures",http://arxiv.org/abs/2606.17822v1,https://arxiv.org/pdf/2606.17822v1,https://arxiv.org/e-print/2606.17822v1,http://creativecommons.org/licenses/by/4.0/,congruences.tex,4,1199,1208,"\label{conj:mac-skew-laurent}
For all $\mu\subseteq\lambda$,
\[
\Psi_{\lambda/\mu}:=L_\mu^\dagger(J_\lambda)
=\sum_\tau
d^\lambda_{\mu\tau}(q,t)
\frac{c_\lambda c'_\lambda}{c_\tau c'_\tau}\,J_\tau
\in\Laml .
\]","For all $ subseteq $, \[ _ / :=L_^(J_) =_ d^_ (q,t) c_ c'_ c_ c'_ \,J_ in . \]",df74f586d1c4e7ab4194cee65e920118e5297ad6fa7d03dea912da8a0cd07dea,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.47,0.6,"Claim that certain skew operators produce Laurent combinations of Macdonald J-functions; a technical input needed for congruences, with value mainly within shifted Macdonald function theory.",0.5,0.4,Skew-Laurent membership is a technical statement closely tied to known structures; plausible but requires delicate control of denominators.,gpt5mini-v5-open-exact-v1,The Macdonald skew-Laurent conjecture is posed as an open conjecture required for extending proofs; the paper does not prove it.,"Lines 1199–1208: Conjecture \ref{conj:mac-skew-laurent}: For all μ⊆λ, Ψ_{λ/μ}=L_μ^†(J_λ)=... ∈ Λ^{(q,t)}_ℓ; stated as a conjecture.",2026-06-21T15:58:37Z,False
3627,2606.17822v1,Congruences of shifted Jack Littlewood-Richardson coefficients,2026-06-16T11:49:54Z,2026-06-16T11:49:54Z,Ryan Mickler,math.CO;math.RT,math.CO,,,"13 pages, 3 figures",http://arxiv.org/abs/2606.17822v1,https://arxiv.org/pdf/2606.17822v1,https://arxiv.org/e-print/2606.17822v1,http://creativecommons.org/licenses/by/4.0/,congruences.tex,5,1215,1218,"\label{conj:mac-adjoint-laurent}
For all $\mu$, the adjoint $L_\mu^\dagger$ preserves $\Laml$. Equivalently
$L_\mu^\dagger(p_\rho)\in\Laml$ for every $\rho$.","For all $$, the adjoint $L_^$ preserves $$. Equivalently $L_^(p_) in $ for every $$.",f9f67fd548c7559cd051fd25d0ea1b393472d8f14b62d3be2a4dd6582658111d,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.52,0.62,"Stronger structural claim that the adjoint operator preserves the entire Laurent ring for all inputs; important for establishing skew-Laurent results, but remains a specialized technical hypothesis.",0.35,0.35,"Stronger adjoint-preservation claim is harder than related conjectures; possible but significantly more technical, lowering near-term solvability odds.",gpt5mini-v5-open-exact-v1,"The adjoint-preserves-Laurent conjecture is presented as a stronger, unproven statement and remains open in the paper.","Lines 1215–1218: Conjecture \ref{conj:mac-adjoint-laurent}: For all μ, the adjoint L_μ^† preserves Λ^{(q,t)}_ℓ (equivalently L_μ^†(p_ρ) ∈ Λ^{(q,t)}_ℓ).",2026-06-21T15:58:37Z,False
3628,2606.17822v1,Congruences of shifted Jack Littlewood-Richardson coefficients,2026-06-16T11:49:54Z,2026-06-16T11:49:54Z,Ryan Mickler,math.CO;math.RT,math.CO,,,"13 pages, 3 figures",http://arxiv.org/abs/2606.17822v1,https://arxiv.org/pdf/2606.17822v1,https://arxiv.org/e-print/2606.17822v1,http://creativecommons.org/licenses/by/4.0/,congruences.tex,6,1379,1385,"\label{conj:laurentbasis}
The coefficient
\[
b_{\mu\nu}:=[P^\circ_\nu]\,\operatorname{sh}_{q,t}(p_\mu) \in \QQ(q,t)
\]
is Laurent, i.e. $b_{\mu\nu} \in \QQ[q^\pm,t^\pm]$. In fact $b_{\mu\nu} \in \QQ[q,t^\pm]$.","The coefficient \[ b_ :=[P^_]\,sh_ q,t (p_) in (q,t) \] is Laurent, i.e. $b_ in $. In fact $b_ in $.",81f327f048ea7cea5871a23f2d5f2633e0abc18d4e831624d1b563da4dd8a23a,https://creativecommons.org/licenses/by/4.0/,cc_by,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.85,0.42,0.75,Laurentness of shift-map coefficients in the power-sum basis is a technical integrality/isomorphism condition in shifted Macdonald theory; meaningful within symmetric-function/shift-map work but limited broader impact.,0.45,0.4,Concrete algebraic-combinatorics statement; Knop's Laurent integrality and triangularity reduce the gap. Active tools in Macdonald/shifted-symmetric-function theory make a resolution plausible within five years.,gpt5mini-v5-open-exact-v1,The paper states this as an explicit conjecture (Laurent property of b_{μν}) and does not prove it; it remains posed as an open question here.,"Lines 1378–1385: “This does not quite suffice... We instead conjecture... b_{\mu\nu}:=[P^\circ_\nu] sh_{q,t}(p_\mu) is Laurent... In fact b_{\mu\nu}\in\Q[q,t^{\pm}]”.",2026-06-21T15:59:35Z,False
3629,2606.17817v1,Characterizing uniform hypergraphs via Seidel matrix and Seidel energy,2026-06-16T11:45:08Z,2026-06-16T11:45:08Z,Alexander Guterman;Shib Sankar Saha,math.CO,math.CO,,,,http://arxiv.org/abs/2606.17817v1,https://arxiv.org/pdf/2606.17817v1,https://arxiv.org/e-print/2606.17817v1,,DM.tex,1,518,520,"\rm\cite[Page 659]{WH2012}\label{CCcc}
The complete graph $K_n$ minimizes the Seidel energy among all graphs with fixed order $n$, i.e., for every graph $G$ of order $n$, $\mathcal{E}(S(G))\geq\mathcal{E}(S(K_n))=2n-2$.","The complete graph $K_n$ minimizes the Seidel energy among all graphs with fixed order $n$, i.e., for every graph $G$ of order $n$, $E(S(G)) >= E(S(K_n))=2n-2$.",ea449b0536bef2f7993defcc3a7772c0fbb9dfef16f36ae70463ffe6c4ee2769,,missing,publish_text,True,missing_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,not_real_conjecture,0.95,0.0,0.0,,0.0,0.0,,gpt5mini-v5-open-exact-v1,"The paper records that Haemers' Conjecture for Seidel energy has been proved in recent works (2020 and 2024), so the conjecture is resolved.","Lines 525–537: “In 2020, Akbari, Einollahzadeh, Karkhaneei, and Nematollahi gave the proof… Later, in 2024, Einollahzadeh and Nematollahi gave a short proof of Haemers' Conjecture on the Seidel energy of graphs.”",2026-06-21T15:59:35Z,False
3630,2606.17794v1,Invariant complex structures for affine automorphisms: a cocycle viewpoint,2026-06-16T11:12:03Z,2026-06-16T11:12:03Z,Jiesong Zhang,math.DS,math.DS,,,13 pages,http://arxiv.org/abs/2606.17794v1,https://arxiv.org/pdf/2606.17794v1,https://arxiv.org/e-print/2606.17794v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,main.tex,1,573,576,,,b9673cf06d4792a50d044443617a0509ffb4b26ff045d2709af057c18ec9357d,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.85,0.78,0.8,,0.03,0.7,,gpt5mini-v5-open-exact-v1,,,2026-06-21T15:59:35Z,True
3631,2606.17794v1,Invariant complex structures for affine automorphisms: a cocycle viewpoint,2026-06-16T11:12:03Z,2026-06-16T11:12:03Z,Jiesong Zhang,math.DS,math.DS,,,13 pages,http://arxiv.org/abs/2606.17794v1,https://arxiv.org/pdf/2606.17794v1,https://arxiv.org/e-print/2606.17794v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,main.tex,2,582,585,,,763bc6b68c393e1358e3d0b60eaf98bd31b3fd04ccc40b04edabfaa793d11e40,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.85,0.72,0.75,,0.03,0.6,,gpt5mini-v5-open-exact-v1,,,2026-06-21T15:59:35Z,True
3632,2606.17605v1,"A coarse Menger theorem for hyperbolic graphs, finitely presented groups, and more",2026-06-16T07:10:58Z,2026-06-16T07:10:58Z,Sandra Albrechtsen,math.CO;math.GR;math.MG,math.CO,,,,http://arxiv.org/abs/2606.17605v1,https://arxiv.org/pdf/2606.17605v1,https://arxiv.org/e-print/2606.17605v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,main.tex,1,398,404,,,30aaac26c4043b0a9c71621a450ba07424e4d9fa313314b406639d7514fda590,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,not_real_conjecture,0.95,0.0,0.0,,0.0,0.0,,gpt5mini-v5-open-exact-v1,,,2026-06-21T15:59:35Z,True
3633,2606.17605v1,"A coarse Menger theorem for hyperbolic graphs, finitely presented groups, and more",2026-06-16T07:10:58Z,2026-06-16T07:10:58Z,Sandra Albrechtsen,math.CO;math.GR;math.MG,math.CO,,,,http://arxiv.org/abs/2606.17605v1,https://arxiv.org/pdf/2606.17605v1,https://arxiv.org/e-print/2606.17605v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,main.tex,2,929,931,,,e476c9444d0edaab30f198ab3a7038be9864992d3c904906a982e28b8930b84b,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,not_real_conjecture,0.95,0.0,0.0,,0.0,0.0,,gpt5mini-v5-open-exact-v1,,,2026-06-21T15:59:35Z,True
3634,2606.17605v1,"A coarse Menger theorem for hyperbolic graphs, finitely presented groups, and more",2026-06-16T07:10:58Z,2026-06-16T07:10:58Z,Sandra Albrechtsen,math.CO;math.GR;math.MG,math.CO,,,,http://arxiv.org/abs/2606.17605v1,https://arxiv.org/pdf/2606.17605v1,https://arxiv.org/e-print/2606.17605v1,http://arxiv.org/licenses/nonexclusive-distrib/1.0/,main.tex,3,938,940,,,552f9006bcd41aa7bf69f698bd85c874c9b66cf80491f703dd9498765aa7570f,https://arxiv.org/licenses/nonexclusive-distrib/1.0/,arxiv_nonexclusive_distrib,withhold_text,False,arxiv_nonexclusive_distribution_license,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.9,0.58,0.7,,0.3,0.45,,gpt5mini-v5-open-exact-v1,,,2026-06-21T15:59:35Z,True
3635,2606.17560v1,Spectral Intertwining Operators,2026-06-16T06:06:15Z,2026-06-16T06:06:15Z,Qiyuan Chen,math.RT;math.AG;math.NT,math.RT,,,46 pages,http://arxiv.org/abs/2606.17560v1,https://arxiv.org/pdf/2606.17560v1,https://arxiv.org/e-print/2606.17560v1,http://creativecommons.org/licenses/by-sa/4.0/,main.tex,1,154,165,"\label{conjecture-Langlands}
    For irreducible representations $\pi$,
    the normalized intertwining operators 
    \[
    J_{Q|P}^\circ (\pi):= \gamma(0, \pi, \ad_{\fn_{Q^\vee}/\fn_{P^\vee}}) J_{Q|P}(\pi)
    := \epsilon(0, \pi, \ad_{\fn_{Q^\vee}/\fn_{P^\vee}})\frac{L(1, \pi, \ad_{\fn_{Q^\vee}/\fn_{P^\vee}})}{L(0, \pi, \ad_{\fn_{Q^\vee}/\fn_{P^\vee}})}J_{Q|P}(\pi),
    \]
    where the $\epsilon$ and $L$'s denote the conjectural $\epsilon$-factor and L-functions for automorphic representations,
    satisfy the transitivity 
    \[J^\circ_{R|Q} \circ J^\circ_{Q|P} = J^\circ_{R|P}.\]","For irreducible representations $$, the normalized intertwining operators \[ J_ Q|P ^ ():= (0, , _ _ Q^ /_ P^ ) J_ Q|P () := (0, , _ _ Q^ /_ P^ ) L(1, , _ _ Q^ /_ P^ ) L(0, , _ _ Q^ /_ P^ ) J_ Q|P (), \] where the $$ and $L$'s denote the conjectural $$-factor and L-functions for automorphic representations, satisfy the transitivity \[J^_ R|Q J^_ Q|P = J^_ R|P .\]",137e63283603cf80a4071e13b6ead2be3caa57c6ba57cc563ba641d6f3da3893,https://creativecommons.org/licenses/by-sa/4.0/,cc_by_sa,publish_text,True,creativecommons_license_treated_as_publishable,hf-publication-v2,gpt-5-mini,real_open_conjecture,0.8,0.86,0.8,"Langlands' transitivity for normalized intertwining operators ties L-/epsilon-factors to foundational structural properties of representations; a deep, central conjecture in the Langlands program with broad consequences.",0.08,0.35,Langlands transitivity for normalized intertwining operators is a deep Langlands-program assertion tied to L-/epsilon-factors; general resolution seems unlikely in the near term.,gpt5mini-v5-open-exact-v1,This is the classical Langlands conjecture about normalized intertwining operators' transitivity; it is stated as conjectural here and not proved in full generality in the paper.,"Lines 153–165: “The Langlands conjecture... it is necessary to compatibly multiply the unnormalized intertwining operators... More precisely: [Conjecture] For irreducible representations π, the normalized intertwining operators ... satisfy the transitivity J^\circ_{R|Q}\circ J^\circ_{Q|P}=J^\circ_{R|P}.”",2026-06-21T15:59:35Z,False
